Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCA29,OUT049,2775.18756
FDK38,OUT046,2381.83292
DRC13,OUT046,1785.2095400000003
NCP43,OUT049,2870.6632799999998
FDX28,OUT049,1182.52738
FDF08,OUT049,1118.81032
FDZ33,OUT046,1954.7887999999998
FDD10,OUT049,2525.77888
FDO58,OUT017,2420.78222
FDI50,OUT017,3354.7664600000003
FDO58,OUT045,2967.87008
FDX08,OUT013,3159.08784
NCK17,OUT010,57.79144
FDF39,OUT035,4412.98898
FDU45,OUT010,222.97642000000002
NCJ18,OUT018,2048.4002800000003
DRC27,OUT019,611.0046599999998
DRC25,OUT035,1826.6222999999998
FDU59,OUT035,1584.13794
FDU28,OUT035,3282.3274200000005
NCP30,OUT046,667.6642400000001
FDB39,OUT018,697.4920800000001
FDE41,OUT013,1488.79538
DRH11,OUT010,185.49187999999998
FDA58,OUT045,3887.3398799999995
FDU50,OUT046,1654.0469400000002
FDM34,OUT013,1856.51672
FDM44,OUT027,2383.69716
FDR39,OUT045,2729.18078
FDM25,OUT045,2793.96312
FDQ49,OUT049,1949.3292399999998
DRH25,OUT018,998.16736
FDM09,OUT027,4255.32754
FDL44,OUT019,480.2415400000001
NCR42,OUT018,345.35046
DRL59,OUT046,890.37434
FDX43,OUT013,2879.2520999999997
DRK47,OUT010,590.6977599999999
FDU48,OUT018,1253.3684999999998
FDY12,OUT045,757.0146000000001
NCN43,OUT018,1389.92408
NCM55,OUT018,1313.8897200000001
FDQ21,OUT027,3215.2813600000004
FDX13,OUT035,4674.18232
NCK30,OUT027,6565.720120000001
FDG20,OUT049,2408.93098
DRG27,OUT017,784.11266
FDY14,OUT018,4511.99344
FDP59,OUT035,2114.84712
FDU60,OUT017,3225.6678399999996
NCC18,OUT019,510.93492
DRJ39,OUT017,4166.04376
FDS07,OUT049,2271.77618
FDM08,OUT027,6020.62966
FDP51,OUT045,1723.2901399999998
FDU16,OUT035,1893.6017800000004
FDH12,OUT013,1627.01546
DRE48,OUT010,474.9151399999999
NCL42,OUT027,6966.997780000001
FDR21,OUT045,3117.54192
NCW29,OUT035,1412.7610200000004
FDO11,OUT013,5420.277800000001
NCM31,OUT049,2165.0484399999996
FDV35,OUT019,249.60842000000002
FDF58,OUT017,1161.08862
NCE43,OUT049,3360.4257599999996
FDA02,OUT035,2738.1025
DRL37,OUT010,132.29446000000002
FDR24,OUT018,1386.39534
FDW59,OUT049,1256.9638199999997
FDS22,OUT049,535.2366199999999
FDW24,OUT017,602.08294
FDU24,OUT035,1818.3663800000002
FDA21,OUT027,4548.079800000001
FDH58,OUT027,2646.2221
FDW36,OUT018,1295.6468
FDI45,OUT027,4810.937640000001
FDU01,OUT018,3063.21264
FDF35,OUT027,2860.7428599999994
FDU43,OUT019,559.13884
FDE24,OUT019,336.02925999999997
FDK50,OUT049,2971.86488
FDG31,OUT045,1086.98508
FDC60,OUT045,1492.3907
FDL36,OUT013,1489.52776
FDP21,OUT013,3386.19222
FDW16,OUT045,1091.51252
FDX02,OUT017,4060.18156
FDQ58,OUT027,5030.65164
FDT51,OUT046,1707.57726
FDD59,OUT049,1204.16588
NCM42,OUT018,1340.0556600000002
FDA57,OUT018,511.20124000000015
FDZ48,OUT035,2151.3995399999994
FDE46,OUT045,1556.50724
NCZ30,OUT019,632.3768400000001
FDB56,OUT017,3089.8446400000003
FDA25,OUT027,2745.9589400000004
FDD20,OUT013,2042.8741400000004
FDL25,OUT013,905.2882599999999
NCO18,OUT049,2378.50392
FDJ45,OUT017,439.76089999999994
FDR12,OUT035,3231.9263600000004
NCF19,OUT010,123.03984
FDK25,OUT046,4075.82786
NCR17,OUT046,2112.31708
FDC52,OUT046,2360.9268
NCA54,OUT017,3006.0870000000004
FDR45,OUT010,538.03298
NCM19,OUT049,2052.46166
FDF39,OUT027,6929.38008
FDX23,OUT049,1384.1982000000003
FDD58,OUT027,2824.05728
FDX28,OUT013,2185.08902
NCD31,OUT013,2798.09108
FDU57,OUT018,1828.41996
FDI27,OUT046,1080.85972
NCM42,OUT046,1567.7592600000003
FDD32,OUT027,2091.9436
FDI34,OUT013,3918.76564
NCM29,OUT049,2259.79178
FDG46,OUT018,1368.15242
DRC01,OUT010,173.84037999999998
FDB15,OUT027,6086.210959999999
NCA17,OUT027,4006.9175599999994
FDF10,OUT046,3683.73824
FDR26,OUT027,4476.972360000001
FDI02,OUT049,1870.5650999999998
NCM54,OUT010,273.64379999999994
FDF14,OUT013,2050.73058
FDJ33,OUT010,166.45
FDM20,OUT035,4837.103580000001
FDC03,OUT027,5813.166380000001
NCX05,OUT046,2158.92308
NCM41,OUT027,2727.1168
NCU29,OUT010,423.7817
FDQ59,OUT017,1230.5981399999998
FDH46,OUT010,214.18786000000006
FDH09,OUT013,711.87336
NCD06,OUT045,829.3204800000001
FDC15,OUT035,2199.8032
DRD37,OUT027,1055.09326
FDT28,OUT027,3571.15146
FDR28,OUT027,3673.5515000000005
FDT38,OUT017,1548.1847400000001
FDV34,OUT027,2282.82846
FDY52,OUT035,903.4240199999998
FDB34,OUT013,1716.6321400000002
DRL23,OUT018,1274.94042
DRB24,OUT046,2353.603
FDJ50,OUT046,964.8773600000001
FDQ49,OUT035,2877.18812
FDP20,OUT035,1214.6189399999998
FDV19,OUT027,4812.668720000001
NCR54,OUT045,2843.3654799999995
FDO09,OUT010,649.2881600000001
FDS57,OUT018,1984.55006
FDN10,OUT049,1979.7563000000002
FDV23,OUT049,2086.2843000000003
FDY28,OUT049,3498.64584
DRG51,OUT013,2214.7837000000004
FDD45,OUT019,297.74576
NCL18,OUT027,5179.125040000001
NCM29,OUT013,2359.3954599999997
FDF17,OUT027,4579.17266
FDE22,OUT017,2123.7022600000005
FDQ22,OUT017,615.7984199999999
FDS01,OUT013,3477.67314
FDW35,OUT027,1042.11016
FDJ33,OUT046,2514.32712
NCF54,OUT035,3181.8582
FDE09,OUT013,1266.4181800000001
NCE06,OUT045,1656.90988
DRH49,OUT049,1380.60288
FDY43,OUT045,2784.9082399999998
NCT05,OUT017,4720.921480000001
FDZ34,OUT045,2398.0118599999996
FDL38,OUT017,1683.27556
FDZ31,OUT017,3453.8375
FDR14,OUT035,803.08796
NCN54,OUT049,1310.0280799999998
NCC42,OUT027,4142.20812
FDK08,OUT017,1612.7673399999999
FDP59,OUT013,1262.75628
FDV22,OUT035,3353.16854
FDD33,OUT035,3530.6708200000003
DRE60,OUT027,7606.63184
FDK52,OUT046,3745.058419999999
FDA02,OUT017,2083.48794
FDM56,OUT049,1726.28624
FDE57,OUT035,2385.6945600000004
FDM32,OUT045,1451.5105800000001
NCQ30,OUT027,3315.0182
FDQ27,OUT027,2522.25014
FDT60,OUT027,2771.8585599999997
FDU43,OUT049,4740.1631
NCO55,OUT035,1369.61718
FDG02,OUT045,2671.72224
FDJ28,OUT013,3271.60804
FDP40,OUT045,2220.7093199999995
FDJ38,OUT045,3653.7106599999993
NCC54,OUT017,5157.02048
NCZ41,OUT046,1742.3986
FDK38,OUT019,536.3018999999999
FDU52,OUT013,2469.7185199999994
FDC40,OUT046,1263.15576
NCR30,OUT017,1511.8986400000001
NCN18,OUT017,2535.5661400000004
FDB50,OUT035,911.01414
FDG04,OUT013,3340.58492
FDR26,OUT035,2485.7643
NCT17,OUT018,3398.5095199999996
FDX35,OUT027,6424.7036800000005
FDS12,OUT046,2469.25246
NCZ29,OUT027,3433.5306000000005
FDB38,OUT010,288.09165999999993
FDP12,OUT013,691.89936
FDP22,OUT046,895.1015199999999
FDS26,OUT018,3431.6663600000006
FDR52,OUT046,3047.6994999999997
DRJ13,OUT046,3267.0806000000002
FDU48,OUT027,3789.26754
FDE29,OUT035,1060.6194
NCT29,OUT049,1913.6423600000003
DRK37,OUT018,3059.351
FDK55,OUT046,1020.3385000000001
FDR07,OUT046,1984.4168999999997
FDO21,OUT027,6715.12564
FDK46,OUT049,4834.7067
FDB12,OUT045,1734.409
FDT31,OUT027,5256.95706
FDJ33,OUT045,2158.32386
FDC26,OUT027,3159.48732
NCQ02,OUT045,2843.2989000000002
FDP08,OUT010,544.02518
FDB11,OUT027,4639.5607199999995
FDV55,OUT013,2567.1250599999994
FDW20,OUT049,2238.88566
NCJ18,OUT019,310.39595999999995
FDC41,OUT018,1092.44464
FDE14,OUT027,2627.9791800000003
FDG35,OUT013,2558.07018
FDF45,OUT035,1140.5154
FDS19,OUT027,2333.1629399999997
FDS58,OUT019,342.42094
FDA26,OUT017,4408.5947
FDM32,OUT049,760.1438599999999
FDL45,OUT046,2225.0370199999998
FDZ55,OUT049,2365.38766
FDY37,OUT049,2530.90554
FDO46,OUT046,3075.06388
FDQ60,OUT046,1777.0202000000002
FDA19,OUT018,1777.9523199999999
FDL15,OUT046,2288.2880199999995
FDM10,OUT018,4139.07886
NCL05,OUT017,434.7008199999999
DRK49,OUT010,42.078559999999996
NCE18,OUT027,7179.18824
FDG40,OUT049,627.7828200000001
DRI59,OUT045,2816.13426
FDK28,OUT035,4734.57038
NCD06,OUT019,138.35324
FDO11,OUT019,379.30625999999995
FDK27,OUT046,2398.2781800000002
FDT43,OUT027,1068.2095199999999
FDD38,OUT018,822.4627399999999
FDA16,OUT049,3447.8453
FDL14,OUT027,4123.033079999999
NCM17,OUT049,655.67984
FDD20,OUT045,2160.45442
FDA40,OUT045,1276.47176
FDL43,OUT045,959.7506999999999
FDV15,OUT045,1944.6020599999997
FDE52,OUT046,1572.08696
NCL17,OUT010,439.6277399999999
NCJ31,OUT045,3945.6639600000003
FDR60,OUT045,941.5077800000001
NCA18,OUT035,1659.43992
FDS21,OUT027,1674.7533200000003
FDW09,OUT035,1400.77662
FDL26,OUT035,3235.38852
FDS47,OUT018,1345.2489
FDC39,OUT046,2388.15802
FDT51,OUT035,1857.9148999999998
FDK40,OUT035,3766.2308600000006
NCG19,OUT045,3101.8290399999996
FDZ07,OUT046,1050.6324
FDF08,OUT027,1868.5011200000001
FDO04,OUT013,834.1142400000001
FDK41,OUT018,999.4989599999999
FDP15,OUT049,5266.94406
NCD43,OUT018,1313.0907599999998
NCP18,OUT013,2241.88176
FDZ51,OUT046,1503.2432400000002
DRH13,OUT035,1604.3782600000002
FDF38,OUT045,419.32084
NCI43,OUT045,793.6335999999999
FDM38,OUT027,1780.21604
FDS03,OUT013,1026.92992
DRJ47,OUT017,2218.4456
FDT50,OUT010,131.76182
FDV02,OUT046,2569.52194
NCG18,OUT017,1832.1484400000002
FDW52,OUT046,3122.3356799999997
FDS40,OUT035,521.8540399999999
FDN31,OUT017,2751.8179800000003
FDA37,OUT045,1707.51068
FDA15,OUT046,4234.088519999999
FDL39,OUT046,2033.8192600000002
FDJ53,OUT045,1959.5825600000003
FDX22,OUT013,3940.93678
NCZ42,OUT045,4362.6545
FDD56,OUT027,4136.34908
FDD40,OUT017,3319.21274
FDS50,OUT013,4313.118980000001
NCN14,OUT013,3169.94038
FDT15,OUT013,3203.4967
NCS18,OUT027,2940.7720200000003
NCO26,OUT010,228.63572000000005
FDF58,OUT018,697.35892
NCB19,OUT013,1785.94192
FDH26,OUT017,2897.96108
DRB24,OUT027,5284.52118
FDA49,OUT018,1335.7945399999999
FDB32,OUT045,1479.7405000000003
FDI36,OUT017,3640.7275600000007
NCA17,OUT010,435.10029999999995
FDH22,OUT013,2855.8825199999997
NCM26,OUT018,1731.01342
FDT15,OUT027,6580.56746
FDB16,OUT018,1176.8015
NCP54,OUT027,4101.26142
FDJ36,OUT013,1694.1281
FDO28,OUT045,2100.9319
FDU09,OUT013,786.57612
FDF29,OUT017,2252.6011399999998
FDY08,OUT013,1588.1993200000002
DRJ59,OUT018,264.58892000000003
FDT23,OUT027,2407.59938
FDU15,OUT018,356.93538
FDT47,OUT013,1857.5154199999997
FDI53,OUT019,440.49327999999997
FDR59,OUT018,4216.910879999999
FDD53,OUT035,744.8304599999999
FDY51,OUT017,3942.9341799999993
FDT04,OUT049,709.4098999999999
FDU51,OUT049,3564.227139999999
FDG14,OUT035,2757.6770199999996
NCU06,OUT045,3881.5474200000003
DRG25,OUT046,3981.01794
DRH49,OUT035,1544.05678
FDN15,OUT035,1063.0162799999998
FDL43,OUT018,445.35362000000003
NCT18,OUT049,4269.17618
NCB31,OUT013,4204.32726
FDK57,OUT035,1981.0879
FDY04,OUT019,535.5029400000001
NCP54,OUT046,2452.1413999999995
FDF41,OUT013,3389.12174
FDM01,OUT045,1905.9190799999997
FDW03,OUT045,1497.5173600000003
FDF28,OUT045,1636.7361400000002
FDY37,OUT017,2841.16834
FDQ03,OUT017,4194.67316
FDP51,OUT027,3749.6524400000003
FDJ40,OUT017,2048.6665999999996
FDC32,OUT049,1206.1632800000002
DRI49,OUT027,2282.09608
NCW54,OUT017,593.0946399999999
FDF09,OUT017,602.28268
FDP45,OUT018,2958.68204
DRJ23,OUT018,3509.89786
FDS59,OUT017,2548.81556
FDY08,OUT046,2086.8835200000003
FDX16,OUT049,2955.88568
FDY16,OUT018,2153.9295800000004
FDK32,OUT035,2857.74676
FDQ22,OUT013,655.5466800000002
NCC31,OUT018,2576.5128400000003
FDG58,OUT049,2097.53632
DRF48,OUT013,2878.5863000000004
DRH36,OUT049,1172.67354
NCR30,OUT035,1444.91916
FDB03,OUT019,581.17682
FDZ28,OUT027,3462.09342
FDR35,OUT017,2259.4588799999997
DRD15,OUT027,6822.18628
FDJ33,OUT019,384.83239999999995
FDA56,OUT010,297.81233999999995
FDP56,OUT046,816.9366000000001
NCT30,OUT046,903.2242800000001
FDK15,OUT017,1436.3969200000001
FDH44,OUT018,1706.1790800000003
FDV01,OUT013,2945.4991999999997
DRG03,OUT017,1665.76502
FDG50,OUT027,2439.6243600000003
FDR16,OUT010,697.4255
FDZ60,OUT046,1824.9577999999997
DRG03,OUT045,2660.8697
FDS56,OUT018,3740.86388
FDU33,OUT045,996.2365399999999
DRD27,OUT035,1413.95946
FDW22,OUT046,3258.89126
DRA24,OUT045,3485.2632599999997
FDF38,OUT049,668.9958399999999
FDX48,OUT013,2405.2690799999996
FDS58,OUT018,2334.89402
FDC32,OUT046,956.8877600000002
NCQ29,OUT045,4362.121860000001
DRK39,OUT018,1319.08296
NCS38,OUT017,1590.06356
DRO47,OUT013,1781.4144800000001
DRG27,OUT027,816.5371200000001
FDC57,OUT027,5280.859280000001
FDS55,OUT046,3105.024880000001
NCJ06,OUT018,1966.9729400000003
FDO01,OUT019,260.86044000000004
NCM55,OUT045,2545.4199799999997
FDC52,OUT049,2730.17948
FDQ15,OUT045,1187.25456
NCT30,OUT027,1663.43472
NCR42,OUT027,775.2575200000001
FDD28,OUT035,487.83166
FDQ34,OUT049,1360.09624
FDZ12,OUT027,3513.8260800000003
DRE13,OUT019,178.83388000000005
NCN07,OUT019,218.98161999999996
FDM28,OUT035,2536.4316800000006
FDI10,OUT017,2990.84018
FDQ25,OUT013,2500.079
FDA38,OUT010,925.3288400000001
DRI13,OUT049,3297.2413399999996
FDY20,OUT027,2414.1908000000003
NCZ53,OUT035,2900.09164
NCM31,OUT013,3014.01002
DRB01,OUT017,3191.37914
DRF37,OUT046,4501.20748
NCF42,OUT049,2855.1501399999993
FDF16,OUT018,2170.10852
FDB41,OUT013,826.9901800000001
FDR34,OUT013,4422.64308
FDR15,OUT018,2210.1231
NCV42,OUT019,354.80481999999995
FDW51,OUT035,4332.3606
FDU36,OUT017,1298.11026
FDX60,OUT049,1560.6352
FDY03,OUT035,2058.85334
FDW55,OUT045,4322.83966
FDT01,OUT010,805.01878
FDG58,OUT013,2178.1647
FDK21,OUT017,5150.42906
NCS41,OUT019,362.66126
FDS10,OUT045,2873.5262200000006
NCT53,OUT046,2485.56456
FDJ28,OUT018,3365.81874
FDX44,OUT045,1489.7275
FDT20,OUT018,426.7778
FDO44,OUT017,2216.2484600000003
NCX17,OUT049,3031.85346
FDY01,OUT017,1799.72398
FDJ12,OUT027,5070.53306
DRK35,OUT018,487.76508
FDD47,OUT019,359.59857999999997
NCM53,OUT035,1848.66028
FDO45,OUT013,1321.4132599999998
NCM42,OUT010,278.70388
FDE04,OUT046,2130.8929
NCI30,OUT027,6121.29862
FDZ19,OUT013,3126.3970600000002
FDW57,OUT013,2707.74202
FDA25,OUT013,1895.13312
FDT22,OUT046,1174.27146
FDP51,OUT013,2082.22292
FDD48,OUT027,2175.2351799999997
FDY39,OUT035,2776.9852199999996
FDO48,OUT010,546.08916
FDD23,OUT027,4732.70614
DRN35,OUT027,928.7909999999999
FDT01,OUT035,3156.8907
FDC20,OUT010,223.44248000000002
DRJ35,OUT035,966.27554
FDB32,OUT046,1460.69862
FDL24,OUT046,2317.51664
NCV42,OUT035,1484.0016200000002
FDZ46,OUT046,1901.25848
FDC15,OUT013,2438.8919799999994
FDD08,OUT019,76.567
FDY50,OUT049,1076.7983399999998
FDD36,OUT013,1809.17834
FDG57,OUT027,1745.79418
FDL21,OUT018,322.31377999999995
FDN16,OUT027,3196.3060600000003
FDJ09,OUT027,893.90308
FDS01,OUT010,393.68754
FDV33,OUT017,5801.04882
DRE12,OUT017,1205.9635399999997
FDR07,OUT013,1588.19932
FDP48,OUT010,536.5016400000001
NCB55,OUT035,547.02128
FDQ08,OUT013,817.2029200000001
FDR34,OUT035,4274.23626
FDO33,OUT046,1594.7241600000002
FDP13,OUT045,681.7792
FDX12,OUT049,2650.01716
NCT06,OUT049,2667.1948
FDR16,OUT019,656.01274
FDE36,OUT046,3257.4264999999996
FDZ36,OUT049,4350.53694
FDV13,OUT045,1474.61384
NCZ17,OUT035,622.32326
FDU56,OUT045,3361.49104
FDM09,OUT035,3633.2706
FDV02,OUT017,2491.1572800000004
FDS34,OUT018,1538.39748
FDA11,OUT049,1416.4229200000002
FDP09,OUT017,4492.019439999999
FDB29,OUT027,2787.7046
FDT19,OUT017,2936.5109
DRH15,OUT017,825.592
FDY38,OUT046,2962.1442000000006
FDF14,OUT027,3870.6948800000005
FDN48,OUT010,239.95432
FDQ12,OUT013,3736.8690800000004
NCJ43,OUT045,2481.90266
FDE17,OUT019,455.5403600000001
FDB05,OUT035,5004.95176
FDH10,OUT045,1815.2371200000002
NCR06,OUT017,670.72692
FDU32,OUT018,1753.7837800000002
FDD56,OUT049,2539.8272599999996
FDO36,OUT018,2087.4161599999998
FDH16,OUT010,163.78680000000003
FDX10,OUT018,484.16975999999994
FDZ37,OUT017,1307.43146
FDU31,OUT010,601.61688
DRC49,OUT049,1724.88806
FDL15,OUT045,2116.77794
FDN32,OUT019,404.93956
DRH59,OUT027,1991.1414800000002
NCU29,OUT049,2381.4334400000002
FDR37,OUT019,348.74603999999994
FDS14,OUT018,2503.7409
FDU02,OUT027,7432.591719999999
FDJ08,OUT035,3329.93212
NCZ06,OUT045,3568.0887800000005
FDO31,OUT049,1253.76798
FDH31,OUT018,1057.8896199999997
FDS58,OUT017,2726.2512599999995
NCA53,OUT027,1143.9109799999999
FDF50,OUT046,3044.17076
NCW42,OUT049,3069.6709
NCQ17,OUT045,2308.9278200000003
FDK51,OUT018,4549.34482
NCW41,OUT010,298.47814
NCR29,OUT017,820.39876
FDB08,OUT019,298.47814
FDA40,OUT027,2542.29072
FDL14,OUT018,2763.00342
FDB47,OUT046,3782.210059999999
FDO03,OUT035,4251.19958
DRK13,OUT019,290.42195999999996
FDX13,OUT010,590.1651199999999
FDF52,OUT046,4136.282499999999
FDT11,OUT013,2324.7072799999996
FDB08,OUT013,2393.8839
FDQ28,OUT018,2122.8367200000002
FDD29,OUT045,5346.44058
NCQ29,OUT027,5595.44978
NCO02,OUT013,627.6496600000002
FDR56,OUT010,316.5879
NCM54,OUT049,1673.2885600000002
FDP51,OUT035,2085.35218
FDT38,OUT013,938.37852
FDZ20,OUT018,2950.29296
FDJ53,OUT013,1355.3690599999998
FDX13,OUT049,4202.862499999999
FDP58,OUT035,3837.2051400000005
NCK31,OUT019,119.37794
FDA35,OUT018,1926.6920400000004
FDV37,OUT018,2745.1599800000004
NCO07,OUT027,4277.498680000001
FDA20,OUT045,1773.8243599999998
FDZ59,OUT035,2844.0312799999992
NCY17,OUT017,766.1360599999999
FDQ28,OUT035,2697.4221199999997
FDV35,OUT017,2733.90796
FDQ36,OUT013,420.05322000000007
FDD34,OUT018,2587.9646000000002
FDK51,OUT045,3780.34582
FDV31,OUT035,2195.8084000000003
FDR04,OUT035,1245.57864
FDR14,OUT049,875.4604199999998
DRC36,OUT010,297.41286
FDE39,OUT019,417.05712000000005
FDP57,OUT049,1763.30472
FDE57,OUT046,2523.6483200000002
NCN18,OUT046,2048.8663399999996
NCQ05,OUT018,2079.0936599999995
FDW47,OUT035,2170.7077400000003
FDV46,OUT035,1953.1243000000002
NCP29,OUT045,1021.80326
FDE09,OUT018,1542.85834
NCU06,OUT027,6614.323520000001
FDT19,OUT010,478.31072000000006
DRF15,OUT017,2377.63838
DRI51,OUT013,2536.8977399999994
NCX54,OUT013,1517.82426
DRE01,OUT013,4465.25428
NCB07,OUT045,2524.8467599999994
FDU50,OUT035,2495.6847199999997
FDG40,OUT035,583.1742200000001
FDW10,OUT018,2664.79792
FDX51,OUT013,3218.3440400000004
NCP17,OUT045,1292.18464
FDP21,OUT035,3211.8192
FDL04,OUT045,1518.75638
FDV23,OUT013,1579.9433999999999
FDF24,OUT046,1614.83132
FDH56,OUT027,4106.78756
FDB51,OUT049,1047.17024
FDI58,OUT027,2368.38376
FDR20,OUT013,780.5839199999999
FDC51,OUT018,2230.69632
FDB16,OUT027,1776.6873000000003
FDE40,OUT049,1137.71904
NCM17,OUT035,605.81142
FDU56,OUT035,3267.6798200000003
FDS32,OUT019,273.4440599999999
FDX02,OUT049,3832.877440000001
FDT39,OUT027,5673.9476
FDE35,OUT017,847.96288
NCI42,OUT019,672.52458
DRL23,OUT046,1552.71218
FDA10,OUT046,1274.94042
FDA11,OUT013,1241.18436
NCM06,OUT046,2352.00508
NCT05,OUT035,4059.78208
NCQ02,OUT010,519.85664
NCY06,OUT049,2797.42528
FDY56,OUT035,4979.251879999999
FDL02,OUT035,2366.5861
NCI06,OUT035,3179.32816
FDQ14,OUT045,2664.73134
FDQ12,OUT017,4191.47732
FDP36,OUT046,984.2521399999999
FDK21,OUT027,7952.58152
FDO40,OUT045,2562.9305200000003
NCK54,OUT019,205.7322
FDY09,OUT018,2069.1732399999996
NCW30,OUT049,5673.548119999999
NCC55,OUT027,702.55216
FDE58,OUT018,1658.10832
FDR39,OUT013,3156.2249
FDU28,OUT049,2829.91632
FDH08,OUT017,3408.762840000001
FDG35,OUT045,3505.1041000000005
FDG22,OUT049,721.5274599999999
FDC34,OUT035,3535.26484
FDP15,OUT018,3684.33746
FDK34,OUT010,1079.5947
FDU45,OUT035,2329.70078
FDQ04,OUT027,1083.9889799999999
FDX22,OUT018,4033.8158799999997
FDB45,OUT017,1739.3359200000002
NCH43,OUT027,4818.1948600000005
DRE60,OUT046,3905.11674
FDD17,OUT027,6290.07892
NCM54,OUT017,2318.3156000000004
NCH55,OUT013,1636.40324
NCT06,OUT017,2002.26034
FDA48,OUT027,4696.0871400000005
FDY58,OUT027,7785.8652
FDO25,OUT045,2672.6543599999995
FDN50,OUT045,1530.0749799999999
FDH35,OUT035,2774.3886
FDK09,OUT045,4513.59136
FDO16,OUT013,1934.3487400000001
FDW11,OUT045,928.7909999999999
FDU47,OUT027,3896.0618600000003
NCQ42,OUT010,222.3772
FDK55,OUT027,2427.97286
FDN08,OUT049,1816.43556
FDT57,OUT045,3587.86304
FDJ12,OUT018,3718.8259
DRL59,OUT017,957.68672
NCN53,OUT046,568.99268
FDO51,OUT010,86.02135999999999
FDK56,OUT017,3446.64686
FDY12,OUT035,1116.2137
FDU15,OUT035,532.90632
FDQ19,OUT046,2561.3326
DRF15,OUT045,3234.7227199999993
DRE25,OUT019,177.30254
FDK57,OUT018,2255.59724
FDD33,OUT010,789.7719599999999
FDR34,OUT027,6372.8378600000015
FDU04,OUT045,1880.7518400000001
FDE35,OUT019,121.10901999999999
NCD31,OUT035,2838.8380399999996
FDJ56,OUT035,1756.18066
NCU53,OUT046,2413.39184
FDD39,OUT035,2904.41934
NCU17,OUT019,297.27969999999993
FDJ20,OUT046,2174.63596
NCW41,OUT018,2189.88278
FDL52,OUT035,832.11684
FDS39,OUT035,2748.0229200000003
DRJ47,OUT045,2569.5219400000005
FDP13,OUT010,95.54229999999998
DRK39,OUT010,175.57146
FDF28,OUT010,273.57722
FDB09,OUT045,1192.6475400000002
FDM51,OUT046,1140.44882
DRM49,OUT018,503.6777
DRF23,OUT013,2155.1946
DRH01,OUT035,3422.74464
FDH12,OUT027,2592.4254600000004
FDA28,OUT019,177.16938
FDW37,OUT018,1149.10422
FDF02,OUT046,1844.2659999999996
DRL37,OUT046,751.3552999999999
NCF43,OUT046,2554.14196
FDH08,OUT010,433.1694799999999
FDR34,OUT019,903.2908600000003
NCK19,OUT049,2727.7826000000005
NCD55,OUT018,259.19594
FDT27,OUT049,3463.09212
FDQ57,OUT045,1545.1220600000001
FDA47,OUT035,2840.0364799999998
DRG15,OUT027,1591.99438
FDE05,OUT018,1771.4940600000002
FDN46,OUT046,2001.5279600000001
FDX27,OUT027,2957.1507
FDT51,OUT045,2252.53456
FDU33,OUT013,487.63192
FDJ16,OUT027,1144.24388
FDD20,OUT019,231.23233999999997
FDT36,OUT049,708.4777799999999
DRF15,OUT027,2144.2754800000002
FDN52,OUT010,184.0937
FDC22,OUT027,6067.501980000001
FDX15,OUT045,2522.3833
FDT13,OUT013,4405.66518
FDU04,OUT017,2225.23676
FDU31,OUT019,538.89852
FDW59,OUT027,2516.5242600000006
NCO29,OUT046,1808.2462200000002
FDL15,OUT035,2498.88056
FDI41,OUT049,2280.0321
FDQ48,OUT049,1405.37064
DRI39,OUT013,693.0978
FDI08,OUT013,4112.77976
FDC21,OUT049,1761.77338
FDF58,OUT035,1164.95026
FDS08,OUT010,316.5879
FDE47,OUT045,1693.4623
NCP18,OUT019,347.48102
NCR41,OUT013,1337.6587800000002
FDA27,OUT013,2678.4468199999997
FDA43,OUT035,3718.3598399999996
FDA49,OUT045,1562.6326
NCE55,OUT018,2133.68926
DRM49,OUT027,943.9712399999999
FDF22,OUT027,6002.852800000001
FDQ15,OUT018,1368.48532
NCS54,OUT017,3358.8944200000005
NCY05,OUT013,723.3916999999999
FDR45,OUT046,6066.4367
FDK57,OUT049,2072.23592
FDF41,OUT010,567.8608200000001
FDV21,OUT046,2291.4172799999997
FDD51,OUT046,967.6071400000001
FDF33,OUT046,1822.2280199999998
FDA38,OUT046,4795.49108
FDR56,OUT045,3272.14068
NCN41,OUT017,2334.69428
FDC60,OUT027,2846.4281600000004
FDB47,OUT045,3035.5153600000003
DRH01,OUT013,3151.96378
FDW08,OUT046,1873.42804
FDF38,OUT027,1101.1000399999998
FDY32,OUT017,2507.13648
FDG34,OUT049,1471.5511599999998
FDG47,OUT019,484.50266
NCF18,OUT035,3033.65112
FDL39,OUT019,443.28963999999996
NCH55,OUT035,1536.6664000000005
DRJ35,OUT049,696.0273199999999
FDS44,OUT035,4668.98908
DRE01,OUT018,3551.24404
FDY39,OUT013,3265.48268
FDY32,OUT018,2469.9848399999996
FDR33,OUT027,2101.86402
NCP50,OUT049,1532.6716000000001
FDZ47,OUT018,1848.5937000000001
FDU57,OUT049,2632.2403
FDY44,OUT013,2370.64748
DRH59,OUT018,966.34212
FDB03,OUT027,7895.322719999999
FDY46,OUT045,2395.0157600000002
FDM39,OUT045,2256.3296200000004
FDY36,OUT035,1370.3495599999999
NCM55,OUT035,3278.93184
FDJ50,OUT010,255.80036
DRL60,OUT013,2035.3506000000002
NCJ54,OUT049,3837.8709399999993
FDX59,OUT017,513.06548
FDI07,OUT013,2730.4458
DRF51,OUT010,92.47961999999998
FDM14,OUT017,1614.6315800000002
